ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Transcription,AlternativeValue,AlternativeTranscription
endepapuanewguinea-10-320-1,,endepapuanewguinea,10-320,gollaeb,gollaeb,,,Lindsey2019,,,standardorth,ɡoɽajb,phonetic
endepapuanewguinea-10-330-1,,endepapuanewguinea,10-330,ddänddäm,ddänddäm,,,Lindsey2019,,,standardorth,ɖᶼənɖᶼəm,phonetic
endepapuanewguinea-10-340-1,,endepapuanewguinea,10-340,kakakän,kakakän,,,Lindsey2019,,,standardorth,kakakən,phonetic
endepapuanewguinea-10-350-1,,endepapuanewguinea,10-350,gllangglla,gllangglla,,,Lindsey2019,,,standardorth,ɡɽaŋɡɽa,phonetic
endepapuanewguinea-10-351-1,,endepapuanewguinea,10-351,kämbäg,kämbäg,,,Lindsey2019,,,standardorth,kəmbəɡ,phonetic
endepapuanewguinea-10-352-1,,endepapuanewguinea,10-352,ine pätangeny,ine pätangeny,,also: ine pa*tara*ll,Lindsey2019,,,standardorth,ine pətaŋeɲ,phonetic
endepapuanewguinea-10-360-1,,endepapuanewguinea,10-360,gllae,gllae,,,Lindsey2019,,,standardorth,ɡɽaj,phonetic
endepapuanewguinea-10-370-1,,endepapuanewguinea,10-370,paplläg,paplläg,,,Lindsey2019,,,standardorth,papɽəɡ,phonetic
endepapuanewguinea-10-380-1,,endepapuanewguinea,10-380,pädoe,pädoe,,,Lindsey2019,,,standardorth,pədoj,phonetic
endepapuanewguinea-10-410-1,,endepapuanewguinea,10-410,ergod,ergod,,,Lindsey2019,,,standardorth,erɡod,phonetic
endepapuanewguinea-10-412-1,,endepapuanewguinea,10-412,tubutubu,tubutubu,,,Lindsey2019,,,standardorth,tubutubu,phonetic
endepapuanewguinea-10-413-1,,endepapuanewguinea,10-413,pällnampällnam,pällnampällnam,,,Lindsey2019,,,standardorth,pəɽnampəɽnam,phonetic
endepapuanewguinea-10-420-1,,endepapuanewguinea,10-420,trimpeg,trimpeg,,,Lindsey2019,,,standardorth,trimpeɡ,phonetic
endepapuanewguinea-10-430-1,,endepapuanewguinea,10-430,gäbaeb,gäbaeb,,,Lindsey2019,,,standardorth,ɡəbajb,phonetic
endepapuanewguinea-10-431-1,,endepapuanewguinea,10-431,petol,petol,,,Lindsey2019,,,standardorth,petol,phonetic
endepapuanewguinea-10-440-1,,endepapuanewguinea,10-440,ingong,ingong,,,Lindsey2019,,,standardorth,iŋoŋ,phonetic
endepapuanewguinea-10-450-1,,endepapuanewguinea,10-450,ibi,ibi,,,Lindsey2019,,,standardorth,ibi,phonetic
endepapuanewguinea-10-451-1,,endepapuanewguinea,10-451,säkmällsäkmäll,säkmällsäkmäll,,,Lindsey2019,,,standardorth,səkməɽsəkməɽ,phonetic
endepapuanewguinea-10-460-1,,endepapuanewguinea,10-460,dindu,dindu,,,Lindsey2019,,,standardorth,dindu,phonetic
endepapuanewguinea-10-470-1,,endepapuanewguinea,10-470,ibi,ibi,,,Lindsey2019,,,standardorth,ibi,phonetic
endepapuanewguinea-10-471-1,,endepapuanewguinea,10-471,kängkäl,kängkäl,,,Lindsey2019,,,standardorth,kəŋkəl,phonetic
endepapuanewguinea-10-472-1,,endepapuanewguinea,10-472,kängkäl,kängkäl,,,Lindsey2019,,,standardorth,kəŋkəl,phonetic
endepapuanewguinea-10-473-1,,endepapuanewguinea,10-473,ngetam,ngetam,,,Lindsey2019,,,standardorth,ŋetam,phonetic
endepapuanewguinea-10-474-1,,endepapuanewguinea,10-474,gazen,gazen,,,Lindsey2019,,,standardorth,ɡazen,phonetic
endepapuanewguinea-10-480-1,,endepapuanewguinea,10-480,ibi,ibi,,,Lindsey2019,,,standardorth,ibi,phonetic
endepapuanewguinea-10-481-1,,endepapuanewguinea,10-481,ngäs,ngäs,,,Lindsey2019,,,standardorth,ŋəs,phonetic
endepapuanewguinea-10-490-1,,endepapuanewguinea,10-490,pllättän,pllättän,,,Lindsey2019,,,standardorth,pɽəʈᶳən,phonetic
endepapuanewguinea-10-491-1,,endepapuanewguinea,10-491,udab,udab,,also: pängän,Lindsey2019,,,standardorth,udab,phonetic
endepapuanewguinea-10-520-1,,endepapuanewguinea,10-520,kollmäll,kollmäll,,,Lindsey2019,,,standardorth,koɽməɽ,phonetic
endepapuanewguinea-10-530-1,,endepapuanewguinea,10-530,koenmäll,koenmäll,,,Lindsey2019,,,standardorth,kojnməɽ,phonetic
endepapuanewguinea-10-550-1,,endepapuanewguinea,10-550,ngämen,ngämen,,also: nganttäg,Lindsey2019,,,standardorth,ŋəmen,phonetic
endepapuanewguinea-10-560-1,,endepapuanewguinea,10-560,monam,monam,,,Lindsey2019,,,standardorth,monam,phonetic
endepapuanewguinea-10-570-1,,endepapuanewguinea,10-570,zan,zan,,,Lindsey2019,,,standardorth,zan,phonetic
endepapuanewguinea-10-610-1,,endepapuanewguinea,10-610,kapu,kapu,,"to carry a human, animal. Also: matta (shoulder), ony (take one thing), kongkom (take many things)",Lindsey2019,,,standardorth,kapu,phonetic
endepapuanewguinea-10-612-1,,endepapuanewguinea,10-612,ony,ony,,,Lindsey2019,,,standardorth,oɲ,phonetic
endepapuanewguinea-10-613-1,,endepapuanewguinea,10-613,matta,matta,,Also: kare,Lindsey2019,,,standardorth,maʈᶳa,phonetic
endepapuanewguinea-10-614-1,,endepapuanewguinea,10-614,buntok,buntok,,,Lindsey2019,,,standardorth,buntok,phonetic
endepapuanewguinea-10-615-1,,endepapuanewguinea,10-615,ollmappänyik alle kongkom,ollmappänyik alle kongkom,,,Lindsey2019,,,standardorth,oɽmappəɲik aɽe koŋkom,phonetic
endepapuanewguinea-10-620-1,,endepapuanewguinea,10-620,ony,ony,,,Lindsey2019,,,standardorth,oɲ,phonetic
endepapuanewguinea-10-630-1,,endepapuanewguinea,10-630,dämoe,dämoe,,,Lindsey2019,,,standardorth,dəmoj,phonetic
endepapuanewguinea-10-640-1,,endepapuanewguinea,10-640,tram,tram,,,Lindsey2019,,,standardorth,tram,phonetic
endepapuanewguinea-10-650-1,,endepapuanewguinea,10-650,ony,ony,,,Lindsey2019,,,standardorth,oɲ,phonetic
endepapuanewguinea-10-660-1,,endepapuanewguinea,10-660,ibi,ibi,,also: gllae,Lindsey2019,,,standardorth,ibi,phonetic
endepapuanewguinea-10-670-1,,endepapuanewguinea,10-670,dämoe,dämoe,,also: ddäddäl,Lindsey2019,,,standardorth,dəmoj,phonetic
endepapuanewguinea-10-710-1,,endepapuanewguinea,10-710,nyongo,nyongo,,,Lindsey2019,,,standardorth,ɲoŋo,phonetic
endepapuanewguinea-10-720-1,,endepapuanewguinea,10-720,ibima,ibima,,also: papie (animal path),Lindsey2019,,,standardorth,ibima,phonetic
endepapuanewguinea-10-740-1,,endepapuanewguinea,10-740,parga,parga,,,Lindsey2019,,,standardorth,parɡa,phonetic
endepapuanewguinea-10-750-1,,endepapuanewguinea,10-750,bigma,bigma,,,Lindsey2019,,,standardorth,biɡma,phonetic
endepapuanewguinea-10-810-1,,endepapuanewguinea,10-810,gall ulle,gall ulle,,,Lindsey2019,,,standardorth,ɡaɽ uɽe,phonetic
endepapuanewguinea-10-830-1,,endepapuanewguinea,10-830,gall,gall,,,Lindsey2019,,,standardorth,ɡaɽ,phonetic
endepapuanewguinea-10-831-1,,endepapuanewguinea,10-831,gall,gall,,,Lindsey2019,,,standardorth,ɡaɽ,phonetic
endepapuanewguinea-10-832-1,,endepapuanewguinea,10-832,gall gullem,gall gullem,,,Lindsey2019,,,standardorth,ɡaɽ ɡuɽem,phonetic
endepapuanewguinea-10-840-1,,endepapuanewguinea,10-840,kuddub,kuddub,,,Lindsey2019,,,standardorth,kuɖᶼub,phonetic
endepapuanewguinea-10-850-1,,endepapuanewguinea,10-850,markae widere,markae widere,,,Lindsey2019,,,standardorth,markaj widere,phonetic
endepapuanewguinea-10-851-1,,endepapuanewguinea,10-851,widere,widere,,,Lindsey2019,,,standardorth,widere,phonetic
endepapuanewguinea-10-852-1,,endepapuanewguinea,10-852,gllae,gllae,,,Lindsey2019,,,standardorth,ɡɽaj,phonetic
endepapuanewguinea-10-870-1,,endepapuanewguinea,10-870,mas,mas,,,Lindsey2019,,,standardorth,mas,phonetic
endepapuanewguinea-10-880-1,,endepapuanewguinea,10-880,parae,parae,,,Lindsey2019,,,standardorth,paraj,phonetic
endepapuanewguinea-10-890-1,,endepapuanewguinea,10-890,sur,sur,,,Lindsey2019,,,standardorth,sur,phonetic
endepapuanewguinea-10-910-1,,endepapuanewguinea,10-910,tapma,tapma,,,Lindsey2019,,,standardorth,tapma,phonetic
endepapuanewguinea-10-920-1,,endepapuanewguinea,10-920,otal,otal,,"bird. Also: gädän (plane), tap (canoe).",Lindsey2019,,,standardorth,otal,phonetic
endepapuanewguinea-11-130-1,,endepapuanewguinea,11-130,ony,ony,,,Lindsey2019,,,standardorth,oɲ,phonetic
endepapuanewguinea-11-140-1,,endepapuanewguinea,11-140,mällam,mällam,,,Lindsey2019,,,standardorth,məɽam,phonetic
endepapuanewguinea-11-150-1,,endepapuanewguinea,11-150,mällam,mällam,,,Lindsey2019,,,standardorth,məɽam,phonetic
endepapuanewguinea-11-160-1,,endepapuanewguinea,11-160,ngällbän,ngällbän,,,Lindsey2019,,,standardorth,ŋəɽbən,phonetic
endepapuanewguinea-11-170-1,,endepapuanewguinea,11-170,pängmeny,pängmeny,,,Lindsey2019,,,standardorth,pəŋmeɲ,phonetic
endepapuanewguinea-11-180-1,,endepapuanewguinea,11-180,za,za,,,Lindsey2019,,,standardorth,za,phonetic
endepapuanewguinea-11-210-1,,endepapuanewguinea,11-210,ttongg,ttongg,,,Lindsey2019,,,standardorth,ʈᶳoŋɡ,phonetic
endepapuanewguinea-11-220-1,,endepapuanewguinea,11-220,ngäs,ngäs,,,Lindsey2019,,,standardorth,ŋəs,phonetic
endepapuanewguinea-11-240-1,,endepapuanewguinea,11-240,ngäbangäbe,ngäbangäbe,,,Lindsey2019,,,standardorth,ŋəbaŋəbe,phonetic
endepapuanewguinea-11-250-1,,endepapuanewguinea,11-250,ttam,ttam,,,Lindsey2019,,,standardorth,ʈᶳam,phonetic
endepapuanewguinea-11-270-1,,endepapuanewguinea,11-270,ddaddell,ddaddell,,also: sagolsagol,Lindsey2019,,,standardorth,ɖᶼaɖᶼeɽ,phonetic
endepapuanewguinea-11-280-1,,endepapuanewguinea,11-280,gagäll,gagäll,,,Lindsey2019,,,standardorth,ɡaɡəɽ,phonetic
endepapuanewguinea-11-310-1,,endepapuanewguinea,11-310,yagyag,yagyag,,,Lindsey2019,,,standardorth,jaɡjaɡ,phonetic
endepapuanewguinea-11-320-1,,endepapuanewguinea,11-320,bllablle,bllablle,,,Lindsey2019,,,standardorth,bɽabɽe,phonetic
endepapuanewguinea-11-330-1,,endepapuanewguinea,11-330,udab,udab,,,Lindsey2019,,,standardorth,udab,phonetic
endepapuanewguinea-11-340-1,,endepapuanewguinea,11-340,inttemängg,inttemängg,,,Lindsey2019,,,standardorth,inʈᶳeməŋɡ,phonetic
endepapuanewguinea-11-430-1,,endepapuanewguinea,11-430,ttägäll käp,ttägäll käp,,,Lindsey2019,,,standardorth,ʈᶳəɡəɽ kəp,phonetic
endepapuanewguinea-11-440-1,,endepapuanewguinea,11-440,käp,käp,,,Lindsey2019,,,standardorth,kəp,phonetic
endepapuanewguinea-11-510-1,,endepapuanewguinea,11-510,za kamibiag,za kamibiag,,also: za yuwogag,Lindsey2019,,,standardorth,za kamibiaɡ,phonetic
endepapuanewguinea-11-520-1,,endepapuanewguinea,11-520,zameny,zameny,,,Lindsey2019,,,standardorth,zameɲ,phonetic
endepapuanewguinea-11-530-1,,endepapuanewguinea,11-530,waswesang,waswesang,,,Lindsey2019,,,standardorth,waswesaŋ,phonetic
endepapuanewguinea-11-540-1,,endepapuanewguinea,11-540,ogoag,ogoag,,,Lindsey2019,,,standardorth,oɡoaɡ,phonetic
endepapuanewguinea-11-610-1,,endepapuanewguinea,11-610,yuwetyuwet ttongg,yuwetyuwet ttongg,,,Lindsey2019,,,standardorth,juwetjuwet ʈᶳoŋɡ,phonetic
endepapuanewguinea-11-620-1,,endepapuanewguinea,11-620,yuwetyuwet ony,yuwetyuwet ony,,,Lindsey2019,,,standardorth,juwetjuwet oɲ,phonetic
endepapuanewguinea-11-630-1,,endepapuanewguinea,11-630,muminy,muminy,,,Lindsey2019,,,standardorth,mumiɲ,phonetic
endepapuanewguinea-11-640-1,,endepapuanewguinea,11-640,mu,mu,,,Lindsey2019,,,standardorth,mu,phonetic
endepapuanewguinea-11-650-1,,endepapuanewguinea,11-650,mu,mu,,,Lindsey2019,,,standardorth,mu,phonetic
endepapuanewguinea-11-770-1,,endepapuanewguinea,11-770,mu melem,mu melem,,,Lindsey2019,,,standardorth,mu melem,phonetic
endepapuanewguinea-11-780-1,,endepapuanewguinea,11-780,melem mu,melem mu,,,Lindsey2019,,,standardorth,melem mu,phonetic
endepapuanewguinea-11-790-1,,endepapuanewguinea,11-790,ttägäll käp bllablle,ttägäll käp bllablle,,,Lindsey2019,,,standardorth,ʈᶳəɡəɽ kəp bɽabɽe,phonetic
endepapuanewguinea-11-810-1,,endepapuanewguinea,11-810,llädäd,llädäd,,also: nopon,Lindsey2019,,,standardorth,ɽədəd,phonetic
endepapuanewguinea-11-820-1,,endepapuanewguinea,11-820,mumuang ttangg,mumuang ttangg,,,Lindsey2019,,,standardorth,mumuaŋ ʈᶳaŋɡ,phonetic
endepapuanewguinea-11-830-1,,endepapuanewguinea,11-830,kopae,kopae,,,Lindsey2019,,,standardorth,kopaj,phonetic
endepapuanewguinea-11-840-1,,endepapuanewguinea,11-840,selang,selang,,,Lindsey2019,,,standardorth,selaŋ,phonetic
endepapuanewguinea-11-850-1,,endepapuanewguinea,11-850,maket,maket,,,Lindsey2019,,,standardorth,maket,phonetic
endepapuanewguinea-11-860-1,,endepapuanewguinea,11-860,stoa,stoa,,also: ma kälsre,Lindsey2019,,,standardorth,stoa,phonetic
endepapuanewguinea-11-870-1,,endepapuanewguinea,11-870,mu,mu,,,Lindsey2019,,,standardorth,mu,phonetic
endepapuanewguinea-11-880-1,,endepapuanewguinea,11-880,mu ullong,mu ullong,,,Lindsey2019,,,standardorth,mu uɽoŋ,phonetic
endepapuanewguinea-11-890-1,,endepapuanewguinea,11-890,mu kälsrong,mu kälsrong,,,Lindsey2019,,,standardorth,mu kəlsroŋ,phonetic
endepapuanewguinea-11-910-1,,endepapuanewguinea,11-910,nyenye,nyenye,,,Lindsey2019,,,standardorth,ɲeɲe,phonetic
endepapuanewguinea-11-920-1,,endepapuanewguinea,11-920,buddo,buddo,,,Lindsey2019,,,standardorth,buɖᶼo,phonetic
endepapuanewguinea-12-10-1,,endepapuanewguinea,12-10,imne,imne,,,Lindsey2019,,,standardorth,imne,phonetic
endepapuanewguinea-12-11-1,,endepapuanewguinea,12-11,ddäg alle,ddäg alle,,,Lindsey2019,,,standardorth,ɖᶼəɡ aɽe,phonetic
endepapuanewguinea-12-20-1,,endepapuanewguinea,12-20,tätän alle,tätän alle,,,Lindsey2019,,,standardorth,tətən aɽe,phonetic
endepapuanewguinea-12-30-1,,endepapuanewguinea,12-30,kämgall alle,kämgall alle,,,Lindsey2019,,,standardorth,kəmɡaɽ aɽe,phonetic
endepapuanewguinea-12-41-1,,endepapuanewguinea,12-41,ingoll alle,ingoll alle,,,Lindsey2019,,,standardorth,iŋoɽ aɽe,phonetic
endepapuanewguinea-12-50-1,,endepapuanewguinea,12-50,ik mi,ik mi,,,Lindsey2019,,,standardorth,ik mi,phonetic
endepapuanewguinea-12-60-1,,endepapuanewguinea,12-60,ope me,ope me,,,Lindsey2019,,,standardorth,ope me,phonetic
endepapuanewguinea-12-70-1,,endepapuanewguinea,12-70,käm me,käm me,,,Lindsey2019,,,standardorth,kəm me,phonetic
endepapuanewguinea-12-80-1,,endepapuanewguinea,12-80,tuk mi,tuk mi,,,Lindsey2019,,,standardorth,tuk mi,phonetic
endepapuanewguinea-12-110-1,,endepapuanewguinea,12-110,ttängäm ma,ttängäm ma,,also: ngätt ma,Lindsey2019,,,standardorth,ʈᶳəŋəm ma,phonetic
endepapuanewguinea-12-120-1,,endepapuanewguinea,12-120,wanseg,wanseg,,,Lindsey2019,,,standardorth,wanseɡ,phonetic
endepapuanewguinea-12-130-1,,endepapuanewguinea,12-130,dämen,dämen,,,Lindsey2019,,,standardorth,dəmen,phonetic
endepapuanewguinea-12-140-1,,endepapuanewguinea,12-140,torwam,torwam,,,Lindsey2019,,,standardorth,torwam,phonetic
endepapuanewguinea-12-150-1,,endepapuanewguinea,12-150,gugi,gugi,,,Lindsey2019,,,standardorth,ɡuɡi,phonetic
endepapuanewguinea-12-160-1,,endepapuanewguinea,12-160,giddoll,giddoll,,,Lindsey2019,,,standardorth,ɡiɖᶼoɽ,phonetic
endepapuanewguinea-12-170-1,,endepapuanewguinea,12-170,kakab,kakab,,,Lindsey2019,,,standardorth,kakab,phonetic
endepapuanewguinea-12-210-1,,endepapuanewguinea,12-210,onyaonye,onyaonye,,,Lindsey2019,,,standardorth,oɲaoɲe,phonetic
endepapuanewguinea-12-212-1,,endepapuanewguinea,12-212,ttotto,ttotto,,,Lindsey2019,,,standardorth,ʈᶳoʈᶳo,phonetic
endepapuanewguinea-12-213-1,,endepapuanewguinea,12-213,tumtum,tumtum,,,Lindsey2019,,,standardorth,tumtum,phonetic
endepapuanewguinea-12-220-1,,endepapuanewguinea,12-220,ngetae,ngetae,,,Lindsey2019,,,standardorth,ŋetaj,phonetic
endepapuanewguinea-12-230-1,,endepapuanewguinea,12-230,sapang,sapang,,,Lindsey2019,,,standardorth,sapaŋ,phonetic
endepapuanewguinea-12-232-1,,endepapuanewguinea,12-232,bäbälläg,bäbälläg,,also: pallngkäg,Lindsey2019,,,standardorth,bəbəɽəɡ,phonetic
endepapuanewguinea-12-240-1,,endepapuanewguinea,12-240,bänamb,bänamb,,"book. Also: tram (door), ballgab (eyes).",Lindsey2019,,,standardorth,bənamb,phonetic
endepapuanewguinea-12-250-1,,endepapuanewguinea,12-250,papek,papek,,"book, door, river. Also: sae (eyes).",Lindsey2019,,,standardorth,papek,phonetic
endepapuanewguinea-12-260-1,,endepapuanewguinea,12-260,konekone,konekone,,,Lindsey2019,,,standardorth,konekone,phonetic
endepapuanewguinea-12-270-1,,endepapuanewguinea,12-270,togol,togol,,,Lindsey2019,,,standardorth,toɡol,phonetic
endepapuanewguinea-12-310-1,,endepapuanewguinea,12-310,tuk,tuk,,,Lindsey2019,,,standardorth,tuk,phonetic
endepapuanewguinea-12-320-1,,endepapuanewguinea,12-320,matu,matu,,,Lindsey2019,,,standardorth,matu,phonetic
endepapuanewguinea-12-330-1,,endepapuanewguinea,12-330,kip,kip,,tree. Also: tuk.,Lindsey2019,,,standardorth,kip,phonetic
endepapuanewguinea-12-340-1,,endepapuanewguinea,12-340,igi,igi,,Also: käm,Lindsey2019,,,standardorth,iɡi,phonetic
endepapuanewguinea-12-350-1,,endepapuanewguinea,12-350,pot,pot,,"Also: pud, llätt",Lindsey2019,,,standardorth,pot,phonetic
endepapuanewguinea-12-352-1,,endepapuanewguinea,12-352,ttälettäle,ttälettäle,,,Lindsey2019,,,standardorth,ʈᶳəleʈᶳəle,phonetic
endepapuanewguinea-12-353-1,,endepapuanewguinea,12-353,päk,päk,,,Lindsey2019,,,standardorth,pək,phonetic
endepapuanewguinea-12-360-1,,endepapuanewguinea,12-360,menae,menae,,,Lindsey2019,,,standardorth,menaj,phonetic
endepapuanewguinea-12-370-1,,endepapuanewguinea,12-370,amne,amne,,,Lindsey2019,,,standardorth,amne,phonetic
endepapuanewguinea-12-410-1,,endepapuanewguinea,12-410,ttätt pallall,ttätt pallall,,,Lindsey2019,,,standardorth,ʈᶳəʈᶳ paɽaɽ,phonetic
endepapuanewguinea-12-420-1,,endepapuanewguinea,12-420,sawe pallall,sawe pallall,,,Lindsey2019,,,standardorth,sawe paɽaɽ,phonetic
endepapuanewguinea-12-430-1,,endepapuanewguinea,12-430,dowae,dowae,,,Lindsey2019,,,standardorth,dowaj,phonetic
endepapuanewguinea-12-440-1,,endepapuanewguinea,12-440,utale,utale,,,Lindsey2019,,,standardorth,utale,phonetic
endepapuanewguinea-12-450-1,,endepapuanewguinea,12-450,urma,urma,,,Lindsey2019,,,standardorth,urma,phonetic
endepapuanewguinea-12-460-1,,endepapuanewguinea,12-460,kämag ma,kämag ma,,,Lindsey2019,,,standardorth,kəmaɡ ma,phonetic
endepapuanewguinea-12-470-1,,endepapuanewguinea,12-470,ze,ze,,,Lindsey2019,,,standardorth,ze,phonetic
endepapuanewguinea-12-480-1,,endepapuanewguinea,12-480,naegae,naegae,,,Lindsey2019,,,standardorth,najɡaj,phonetic
endepapuanewguinea-12-530-1,,endepapuanewguinea,12-530,päddäb,päddäb,,,Lindsey2019,,,standardorth,pəɖᶼəb,phonetic
endepapuanewguinea-12-540-1,,endepapuanewguinea,12-540,erär,erär,,,Lindsey2019,,,standardorth,erər,phonetic
endepapuanewguinea-12-541-1,,endepapuanewguinea,12-541,ibi,ibi,,,Lindsey2019,,,standardorth,ibi,phonetic
endepapuanewguinea-12-550-1,,endepapuanewguinea,12-550,ulle,ulle,,,Lindsey2019,,,standardorth,uɽe,phonetic
endepapuanewguinea-12-560-1,,endepapuanewguinea,12-560,kälsre,kälsre,,,Lindsey2019,,,standardorth,kəlsre,phonetic
endepapuanewguinea-12-570-1,,endepapuanewguinea,12-570,tupi,tupi,,,Lindsey2019,,,standardorth,tupi,phonetic
endepapuanewguinea-12-580-1,,endepapuanewguinea,12-580,tupi,tupi,,,Lindsey2019,,,standardorth,tupi,phonetic
endepapuanewguinea-12-590-1,,endepapuanewguinea,12-590,tubu,tubu,,also: pättäk,Lindsey2019,,,standardorth,tubu,phonetic
endepapuanewguinea-12-610-1,,endepapuanewguinea,12-610,ubem,ubem,,,Lindsey2019,,,standardorth,ubem,phonetic
endepapuanewguinea-12-620-1,,endepapuanewguinea,12-620,ngoangoe,ngoangoe,,also: ngatangata,Lindsey2019,,,standardorth,ŋoaŋoe,phonetic
endepapuanewguinea-12-630-1,,endepapuanewguinea,12-630,päke,päke,,,Lindsey2019,,,standardorth,pəke,phonetic
endepapuanewguinea-12-650-1,,endepapuanewguinea,12-650,petapeta,petapeta,,,Lindsey2019,,,standardorth,petapeta,phonetic
endepapuanewguinea-12-670-1,,endepapuanewguinea,12-670,ttu,ttu,,,Lindsey2019,,,standardorth,ʈᶳu,phonetic
endepapuanewguinea-12-680-1,,endepapuanewguinea,12-680,teyateyar,teyateyar,,,Lindsey2019,,,standardorth,tejatejar,phonetic
endepapuanewguinea-12-710-1,,endepapuanewguinea,12-710,pobllem,pobllem,,land. Also: parta (things),Lindsey2019,,,standardorth,pobɽem,phonetic
endepapuanewguinea-12-730-1,,endepapuanewguinea,12-730,ttättle,ttättle,,,Lindsey2019,,,standardorth,ʈᶳəʈᶳle,phonetic
endepapuanewguinea-12-740-1,,endepapuanewguinea,12-740,yokon,yokon,,,Lindsey2019,,,standardorth,jokon,phonetic
endepapuanewguinea-12-750-1,,endepapuanewguinea,12-750,igegäl,igegäl,,,Lindsey2019,,,standardorth,iɡeɡəl,phonetic
endepapuanewguinea-12-760-1,,endepapuanewguinea,12-760,kudu,kudu,,in. Also: suknu (on).,Lindsey2019,,,standardorth,kudu,phonetic
endepapuanewguinea-12-770-1,,endepapuanewguinea,12-770,tärpam,tärpam,,,Lindsey2019,,,standardorth,tərpam,phonetic
endepapuanewguinea-12-780-1,,endepapuanewguinea,12-780,kuduag,kuduag,,,Lindsey2019,,,standardorth,kuduaɡ,phonetic
endepapuanewguinea-12-810-1,,endepapuanewguinea,12-810,ngälngälatt,ngälngälatt,,,Lindsey2019,,,standardorth,ŋəlŋəlaʈᶳ,phonetic
endepapuanewguinea-12-820-1,,endepapuanewguinea,12-820,ngälngäl,ngälngäl,,,Lindsey2019,,,standardorth,ŋəlŋəl,phonetic
endepapuanewguinea-12-830-1,,endepapuanewguinea,12-830,käpäl,käpäl,,,Lindsey2019,,,standardorth,kəpəl,phonetic
endepapuanewguinea-12-840-1,,endepapuanewguinea,12-840,päpa,päpa,,,Lindsey2019,,,standardorth,pəpa,phonetic
endepapuanewguinea-12-850-1,,endepapuanewguinea,12-850,pop,pop,,,Lindsey2019,,,standardorth,pop,phonetic
endepapuanewguinea-12-920-1,,endepapuanewguinea,12-920,ingoll,ingoll,,,Lindsey2019,,,standardorth,iŋoɽ,phonetic
endepapuanewguinea-12-930-1,,endepapuanewguinea,12-930,pänae,pänae,,,Lindsey2019,,,standardorth,pənaj,phonetic
endepapuanewguinea-13-0-1,,endepapuanewguinea,13-0,ddone abal,ddone abal,,,Lindsey2019,,,standardorth,ɖᶼone abal,phonetic
endepapuanewguinea-13-10-1,,endepapuanewguinea,13-10,ttongdae,ttongdae,,also: ttongo,Lindsey2019,,,standardorth,ʈᶳoŋdaj,phonetic
endepapuanewguinea-13-20-1,,endepapuanewguinea,13-20,komlla,komlla,,,Lindsey2019,,,standardorth,komɽa,phonetic
endepapuanewguinea-13-30-1,,endepapuanewguinea,13-30,kumuddäga,kumuddäga,,,Lindsey2019,,,standardorth,kumuɖᶼəɡa,phonetic
endepapuanewguinea-13-40-1,,endepapuanewguinea,13-40,komllakomlla,komllakomlla,,,Lindsey2019,,,standardorth,komɽakomɽa,phonetic
endepapuanewguinea-13-50-1,,endepapuanewguinea,13-50,mända,mända,,also: ttongo ttang llɨpɨt,Lindsey2019,,,standardorth,mənda,phonetic
endepapuanewguinea-13-60-1,,endepapuanewguinea,13-60,gabɨn,gabɨn,,"also: kumuddägakumuddäga, putt",Lindsey2019,,,standardorth,ɡabɪn,phonetic
endepapuanewguinea-13-70-1,,endepapuanewguinea,13-70,ttang kum,ttang kum,,,Lindsey2019,,,standardorth,ʈᶳaŋ kum,phonetic
endepapuanewguinea-13-80-1,,endepapuanewguinea,13-80,matta,matta,,,Lindsey2019,,,standardorth,maʈᶳa,phonetic
endepapuanewguinea-13-90-1,,endepapuanewguinea,13-90,ngam,ngam,,,Lindsey2019,,,standardorth,ŋam,phonetic
endepapuanewguinea-13-100-1,,endepapuanewguinea,13-100,ddäll,ddäll,,,Lindsey2019,,,standardorth,ɖᶼəɽ,phonetic
endepapuanewguinea-13-101-1,,endepapuanewguinea,13-101,apte ngam,apte ngam,,,Lindsey2019,,,standardorth,apte ŋam,phonetic
endepapuanewguinea-13-102-1,,endepapuanewguinea,13-102,apte matta,apte matta,,,Lindsey2019,,,standardorth,apte maʈᶳa,phonetic
endepapuanewguinea-13-103-1,,endepapuanewguinea,13-103,apte tupi,apte tupi,,,Lindsey2019,,,standardorth,apte tupi,phonetic
endepapuanewguinea-13-104-1,,endepapuanewguinea,13-104,komlla ten,komlla ten,,,Lindsey2019,,,standardorth,komɽa ten,phonetic
endepapuanewguinea-13-105-1,,endepapuanewguinea,13-105,andded,andded,,,Lindsey2019,,,standardorth,anɖᶼed,phonetic
endepapuanewguinea-13-106-1,,endepapuanewguinea,13-106,taosen,taosen,,,Lindsey2019,,,standardorth,taosen,phonetic
endepapuanewguinea-13-107-1,,endepapuanewguinea,13-107,ttängattänge,ttängattänge,,,Lindsey2019,,,standardorth,ʈᶳəŋaʈᶳəŋe,phonetic
endepapuanewguinea-13-140-1,,endepapuanewguinea,13-140,tämamae,tämamae,,,Lindsey2019,,,standardorth,təmamaj,phonetic
endepapuanewguinea-13-150-1,,endepapuanewguinea,13-150,yuwog,yuwog,,"also: kemibi, tumang",Lindsey2019,,,standardorth,juwoɡ,phonetic
endepapuanewguinea-13-170-1,,endepapuanewguinea,13-170,kälae,kälae,,,Lindsey2019,,,standardorth,kəlaj,phonetic
